Time[s], Phase A, Phase B, Phase C
 Time [s],Phase A-Analog,Phase B-Analog,Phase C-Analog
0.589030000000000, 1.619992375373840, -0.015055241063237, 3.359680175781250
0.589030200000000, 1.617256522178650, -0.015055241063237, 3.362433910369873
0.589030400000000, 1.614520788192749, -0.016430201008916, 3.365187644958496
0.589030600000000, 1.611784934997559, -0.016430201008916, 3.369318246841431
0.589030800000000, 1.609049081802368, -0.017805160954595, 3.372071981430054
0.589031000000000, 1.606313347816467, -0.017805160954595, 3.374825716018677
0.589031200000000, 1.603577494621277, -0.019180119037628, 3.376202583312988
0.589031400000000, 1.600841641426086, -0.020555078983307, 3.378956317901611
0.589031600000000, 1.596737980842590, -0.021930038928986, 3.378956317901611
0.589031800000000, 1.594002127647400, -0.023304998874664, 3.378956317901611
0.589032000000000, 1.589898467063904, -0.024679956957698, 3.378956317901611
0.589032200000000, 1.587162613868713, -0.026054916903377, 3.380333185195923
0.589032400000000, 1.585794687271118, -0.026054916903377, 3.380333185195923
0.589032600000000, 1.587162613868713, -0.019180119037628, 3.380333185195923
0.589032800000000, 1.591266393661499, 0.005569150671363, 3.369318246841431
0.589033000000000, 1.602209568023682, 0.074317120015621, 3.325258731842041
0.589033200000000, 1.619992375373840, 0.224187701940536, 3.213732957839966
0.589033400000000, 1.647350549697876, 0.488179922103882, 3.011334657669067
0.589033600000000, 1.678812384605408, 0.860793948173523, 2.718063354492188
0.589033800000000, 1.697963118553162, 1.284281492233276, 2.364210367202759
0.589034000000000, 1.688387751579285, 1.673395037651062, 1.993835091590881
0.589034200000000, 1.637775182723999, 1.971761226654053, 1.642735838890076
0.589034400000000, 1.557068705558777, 2.178005218505859, 1.331565380096436
0.589034600000000, 1.470890522003174, 2.325125694274902, 1.067208290100098
0.589034800000000, 1.399759411811829, 2.451622009277344, 0.853794991970062
0.589035000000000, 1.350514769554138, 2.571243524551392, 0.685818076133728
0.589035200000000, 1.319052934646606, 2.682615280151367, 0.552262663841248
0.589035400000000, 1.298534274101257, 2.780237436294556, 0.446244418621063
0.589035600000000, 1.287590980529785, 2.864109992980957, 0.363632827997208
0.589035800000000, 1.286223173141479, 2.939732551574707, 0.300297260284424
0.589036000000000, 1.294430613517761, 3.011230468750000, 0.256237745285034
0.589036200000000, 1.305373787879944, 3.073103666305542, 0.223193109035492
0.589036400000000, 1.314949154853821, 3.125352144241333, 0.195655897259712
0.589036600000000, 1.323156595230103, 3.167975902557373, 0.172249287366867
0.589036800000000, 1.329996109008789, 3.200974941253662, 0.152973234653473
0.589037000000000, 1.334099888801575, 3.224349260330200, 0.137827783823013
0.589037200000000, 1.332731962203979, 3.224349260330200, 0.124059177935123
0.589037400000000, 1.323156595230103, 3.170725822448730, 0.108913719654083
0.589037600000000, 1.299902200698853, 3.029104948043823, 0.092391401529312
0.589037800000000, 1.252025485038757, 2.773362636566162, 0.073115363717079
0.589038000000000, 1.174054741859436, 2.414498090744019, 0.052462458610535
0.589038200000000, 1.072829723358154, 2.008885145187378, 0.029055839404464
0.589038400000000, 0.985283613204956, 1.621146559715271, 0.007026079576463
0.589038600000000, 0.967500865459442, 1.296656131744385, -0.008119380101562
0.589038800000000, 1.072829723358154, 1.045038461685181, -0.017757400870323
0.589039000000000, 1.306741714477539, 0.848419308662415, -0.020511120557785
0.589039200000000, 1.619992375373840, 0.690298974514008, -0.016380541026592
0.589039400000000, 1.931875109672546, 0.559677839279175, -0.001235080417246
0.589039600000000, 2.165787220001221, 0.449681043624878, 0.045578159391880
0.589039800000000, 2.273851871490479, 0.363058596849442, 0.155726954340935
0.589040000000000, 2.235550403594971, 0.294310629367828, 0.367763400077820
0.589040200000000, 2.053618907928467, 0.236562341451645, 0.687194943428040
0.589040400000000, 1.770462155342102, 0.184313878417015, 1.072715759277344
